summoner_name,champion_name,tags,kills,deaths,assists,lane,team_color,has_won,goldEarned,totalDamageDealtToChampions,totalMinionsKilled,neutralMinionsKilled,items
sorceror,Vayne,"Marksman, Assassin",2,4,0,TOP,100,False,6388,7004,143,0,"Doran's Blade, Blade of The Ruined King, Berserker's Greaves, Null-Magic Mantle, Dagger, Dagger, Stealth Ward"
zty1,Elise,"Assassin, Mage",1,4,0,JUNGLE,100,False,5636,4257,12,96,"Unknown Item, Sorcerer's Shoes, Stormsurge, Amplifying Tome, Unknown Item, Unknown Item, Oracle Lens"
,Zed,Assassin,1,2,1,MIDDLE,100,False,6283,11080,146,0,"Eclipse, Ionian Boots of Lucidity, Long Sword, Pickaxe, Unknown Item, Unknown Item, Stealth Ward"
,Zeri,Marksman,4,2,0,BOTTOM,100,False,6853,5158,128,0,"Zeal, Control Ward, Berserker's Greaves, Yun Tal Wildarrows, Doran's Blade, Dagger, Stealth Ward"
Dreezy,Thresh,"Support, Tank",1,4,2,UTILITY,100,False,4466,4171,26,0,"Celestial Opposition, Unknown Item, Locket of the Iron Solari, Boots, Unknown Item, Unknown Item, Oracle Lens"
,Kayle,"Mage, Marksman",4,2,2,TOP,200,True,9066,5303,151,4,"Nashor's Tooth, Boots of Swiftness, Rabadon's Deathcap, Refillable Potion, Unknown Item, Unknown Item, Farsight Alteration"
Methenian,Nocturne,"Fighter, Assassin",5,0,4,JUNGLE,200,True,9010,4862,21,132,"Stridebreaker, Experimental Hexplate, Refillable Potion, Mercury's Treads, Unknown Item, Unknown Item, Oracle Lens"
Zer0LuxGiven,Kassadin,"Assassin, Mage",4,2,2,MIDDLE,200,True,6938,5910,121,0,"Doran's Shield, Malignance, Tear of the Goddess, Sorcerer's Shoes, Lost Chapter, Unknown Item, Stealth Ward"
Amrk jr,Ezreal,"Marksman, Mage",1,2,8,BOTTOM,200,True,8393,10162,147,0,"Ionian Boots of Lucidity, Trinity Force, Muramana, Unknown Item, Unknown Item, Unknown Item, Farsight Alteration"
Cloude,Poppy,"Tank, Fighter",2,3,7,UTILITY,200,True,6291,5800,17,0,"Celestial Opposition, Dead Man's Plate, Plated Steelcaps, Cloth Armor, Unknown Item, Cloth Armor, Oracle Lens"
ReallyBroWhy,Volibear,"Fighter, Tank",5,4,7,TOP,100,True,11827,17615,156,22,"Doran's Ring, Nashor's Tooth, Plated Steelcaps, Hullbreaker, Riftmaker, Unknown Item, Stealth Ward"
wajwai,Viego,"Fighter, Assassin",8,1,8,JUNGLE,100,True,10879,10458,17,122,"Trinity Force, Mercury's Treads, Unknown Item, Steel Sigil, Sundered Sky, Glowing Mote, Oracle Lens"
Tchouaméni,Sylas,"Mage, Assassin",5,1,4,MIDDLE,100,True,7990,11677,117,0,"Refillable Potion, Hextech Rocketbelt, Ionian Boots of Lucidity, Cosmic Drive, Unknown Item, Unknown Item, Stealth Ward"
Amrk jr,Xayah,Marksman,4,2,4,BOTTOM,100,True,9812,11511,174,12,"Berserker's Greaves, Essence Reaver, Navori Flickerblade, B. F. Sword, Unknown Item, Unknown Item, Farsight Alteration"
Cloude,Swain,"Mage, Support",1,2,4,UTILITY,100,True,6105,8469,27,0,"Solstice Sleigh, Malignance, Boots, Fated Ashes, Amplifying Tome, Unknown Item, Oracle Lens"
WysekElita1337,Ambessa,"Fighter, Assassin",3,6,1,TOP,200,False,6978,13124,132,0,"Doran's Shield, Eclipse, Ionian Boots of Lucidity, Kindlegem, Phage, Unknown Item, Stealth Ward"
Mini Rimi,Rengar,"Assassin, Fighter",1,8,2,JUNGLE,200,False,5626,5570,5,84,"Boots of Swiftness, Phantom Dancer, Long Sword, Unknown Item, Unknown Item, Unknown Item, Oracle Lens"
Opolska Chuujoza,Ryze,Mage,1,6,5,MIDDLE,200,False,7899,19135,179,4,"Seraph's Embrace, Refillable Potion, Rod of Ages, Unknown Item, Sorcerer's Shoes, Unknown Item, Stealth Ward"
Ork sniper,Caitlyn,Marksman,4,2,1,BOTTOM,200,False,9287,12232,181,0,"Infinity Edge, The Collector, Cloak of Agility, Long Sword, Doran's Blade, Berserker's Greaves, Stealth Ward"
asphyxia,Janna,"Support, Mage",1,2,5,UTILITY,200,False,6227,6610,27,0,"Dream Maker, Boots of Swiftness, Echoes of Helia, Bandleglass Mirror, Kindlegem, Unknown Item, Oracle Lens"
Guidyr,Malphite,"Tank, Mage",4,5,12,TOP,100,False,12261,27295,211,4,"Plated Steelcaps, Spectre's Cowl, Negatron Cloak, Abyssal Mask, Sunfire Aegis, Malignance, Stealth Ward"
paca2003,Shaco,Assassin,7,6,7,JUNGLE,100,False,12490,21184,65,124,"The Collector, Profane Hydra, Ionian Boots of Lucidity, Long Sword, Umbral Glaive, Unknown Item, Oracle Lens"
,Yone,"Fighter, Assassin",3,9,4,MIDDLE,100,False,11253,18834,229,2,"Cloak of Agility, Pickaxe, Berserker's Greaves, Blade of The Ruined King, Immortal Shieldbow, B. F. Sword, Stealth Ward"
Amrk jr,Caitlyn,Marksman,9,10,4,BOTTOM,100,False,13896,14707,219,0,"Berserker's Greaves, Infinity Edge, The Collector, Rapid Firecannon, Noonquiver, Null-Magic Mantle, Farsight Alteration"
Cloude,Neeko,"Mage, Support",4,14,12,UTILITY,100,False,9352,19485,42,0,"Zaz'Zak's Realmspike, Hextech Rocketbelt, Sorcerer's Shoes, Banshee's Veil, Oblivion Orb, Blasting Wand, Oracle Lens"
Alvatos,Jax,Fighter,3,7,4,MIDDLE,200,True,12318,13170,210,12,"Sterak's Gage, Doran's Blade, Trinity Force, Mercury's Treads, Sundered Sky, Dagger, Stealth Ward"
SKT T1 FEKALIA,Khazix,Assassin,10,4,4,JUNGLE,200,True,14307,26549,48,173,"Slightly Magical Footwear, Eclipse, Youmuu's Ghostblade, Edge of Night, Serylda's Grudge, Unknown Item, Oracle Lens"
Purple200Output,Sylas,"Mage, Assassin",8,7,5,TOP,200,True,12653,27912,167,8,"Blasting Wand, Hextech Rocketbelt, Blighting Jewel, Cosmic Drive, Shadowflame, Sorcerer's Shoes, Oracle Lens"
Sóma,KogMaw,"Marksman, Mage",14,6,5,BOTTOM,200,True,15972,26577,197,19,"Luden's Companion, Seraph's Embrace, Horizon Focus, Void Staff, Needlessly Large Rod, Sorcerer's Shoes, Farsight Alteration"
Lichin,Xerath,"Mage, Support",9,5,17,UTILITY,200,True,13301,25193,67,0,"Zaz'Zak's Realmspike, Luden's Companion, Sorcerer's Shoes, Horizon Focus, Rabadon's Deathcap, Blighting Jewel, Oracle Lens"
MikmodeAlaVašim,Yone,"Fighter, Assassin",3,8,11,TOP,100,False,12229,20278,229,19,"Stridebreaker, Infinity Edge, Berserker's Greaves, Unknown Item, Blade of The Ruined King, Unknown Item, Stealth Ward"
skliro peponi,Diana,"Fighter, Assassin",8,7,7,JUNGLE,100,False,14587,27613,82,147,"Sorcerer's Shoes, Nashor's Tooth, Zhonya's Hourglass, Rabadon's Deathcap, Needlessly Large Rod, Sheen, Oracle Lens"
Radomski patus,Ornn,Tank,4,4,11,MIDDLE,100,False,11573,26065,183,2,"Sunfire Aegis, Refillable Potion, Abyssal Mask, Chain Vest, Plated Steelcaps, Thornmail, Farsight Alteration"
YURI FEGGARIN ,Caitlyn,Marksman,8,8,2,BOTTOM,100,False,14968,26761,276,0,"Vampiric Scepter, B. F. Sword, Infinity Edge, Lord Dominik's Regards, The Collector, Berserker's Greaves, Farsight Alteration"
Gv3 MATI,Lux,"Mage, Support",5,9,14,UTILITY,100,False,10450,23458,65,0,"Zaz'Zak's Realmspike, Luden's Companion, Ionian Boots of Lucidity, Staff of Flowing Water, Moonstone Renewer, Blasting Wand, Oracle Lens"
strasidlo emilek,Gragas,"Fighter, Mage",4,4,4,TOP,200,True,11817,20239,200,10,"Fimbulwinter, Frozen Heart, Ionian Boots of Lucidity, Kindlegem, Cosmic Drive, Unknown Item, Stealth Ward"
Amrk jr,Jhin,"Marksman, Mage",14,5,7,BOTTOM,200,True,16671,35147,234,16,"Boots of Swiftness, The Collector, Lord Dominik's Regards, Serrated Dirk, Rapid Firecannon, Infinity Edge, Farsight Alteration"
bnlerkyds,Kayle,"Mage, Marksman",10,6,7,MIDDLE,200,True,20928,51214,298,32,"Sorcerer's Shoes, Rabadon's Deathcap, Void Staff, Lich Bane, Shadowflame, Nashor's Tooth, Farsight Alteration"
Kapybara vodní,LeeSin,"Fighter, Assassin",4,7,8,JUNGLE,200,True,12814,14548,14,163,"Sundered Sky, Control Ward, Sterak's Gage, Mercury's Treads, Kindlegem, Death's Dance, Stealth Ward"
Cloude,Karma,"Mage, Support",4,6,18,UTILITY,200,True,10945,18192,41,0,"Dream Maker, Imperial Mandate, Sorcerer's Shoes, Moonstone Renewer, Dawncore, Kindlegem, Oracle Lens"
mmm i reckon,Yorick,"Fighter, Tank",5,9,11,TOP,100,True,15006,43941,221,10,"Mercury's Treads, Trinity Force, Hullbreaker, Black Cleaver, Tunneler, Caulfield's Warhammer, Farsight Alteration"
ElPocoLoco09,Udyr,"Fighter, Tank",7,11,7,JUNGLE,100,True,14709,26043,47,193,"Blade of The Ruined King, Trinity Force, Boots of Swiftness, Dead Man's Plate, Pickaxe, Long Sword, Oracle Lens"
zdfgvrg,Yone,"Fighter, Assassin",8,12,6,MIDDLE,100,True,17404,33921,265,14,"Immortal Shieldbow, Mercury's Treads, Blade of The Ruined King, Infinity Edge, Wit's End, Steel Sigil, Farsight Alteration"
TaylorSwift fan2,Draven,Marksman,13,9,6,BOTTOM,100,True,21303,50319,277,16,"Lord Dominik's Regards, Bloodthirster, Infinity Edge, Zephyr, The Collector, Rapid Firecannon, Farsight Alteration"
MASTER BLACKMAN,Janna,"Support, Mage",2,8,23,UTILITY,100,True,11645,14327,31,0,"Bloodsong, Dawncore, Shurelya's Battlesong, Synchronized Souls, Dark Seal, Imperial Mandate, Oracle Lens"
Mysacek007,Gragas,"Fighter, Mage",6,6,15,TOP,200,False,13758,39926,218,10,"Needlessly Large Rod, Zhonya's Hourglass, Dark Seal, Fimbulwinter, Ionian Boots of Lucidity, Cosmic Drive, Stealth Ward"
Pijany1Lotr,Zac,"Tank, Fighter",7,8,26,JUNGLE,200,False,14403,37645,38,144,"Spirit Visage, Bami's Cinder, Unending Despair, Jak'Sho, The Protean, Thornmail, Ionian Boots of Lucidity, Oracle Lens"
They are puppets,Akshan,"Marksman, Assassin",23,6,7,MIDDLE,200,False,18782,38845,229,5,"Hubris, Plated Steelcaps, Bloodthirster, Lord Dominik's Regards, The Collector, Infinity Edge, Farsight Alteration"
Amrk jr,Ashe,"Marksman, Support",11,8,17,BOTTOM,200,False,15205,35088,215,6,"Berserker's Greaves, Kraken Slayer, Mortal Reminder, Cloak of Agility, Bloodthirster, Phantom Dancer, Stealth Ward"
Cloude,Braum,"Tank, Support",2,7,29,UTILITY,200,False,9920,17206,17,0,"Solstice Sleigh, Locket of the Iron Solari, Plated Steelcaps, Thornmail, Randuin's Omen, Unknown Item, Oracle Lens"
ZivoltX,Tryndamere,"Fighter, Assassin",9,3,1,TOP,100,True,13350,14186,211,19,"Ruby Crystal, Plated Steelcaps, Ravenous Hydra, Phantom Dancer, Infinity Edge, Winged Moonplate, Stealth Ward"
TNSK1,Udyr,"Fighter, Tank",5,4,2,JUNGLE,100,True,10208,5896,31,113,"Experimental Hexplate, Control Ward, Plated Steelcaps, Spear of Shojin, Phage, Kindlegem, Oracle Lens"
GunnerFTW,Hwei,"Mage, Support",3,5,6,MIDDLE,100,True,8843,16788,146,0,"Doran's Ring, Blackfire Torch, Sorcerer's Shoes, Liandry's Torment, Amplifying Tome, Amplifying Tome, Farsight Alteration"
Amrk jr,Thresh,"Support, Tank",4,4,5,UTILITY,100,True,7572,6217,36,0,"Plated Steelcaps, Solstice Sleigh, Trailblazer, Locket of the Iron Solari, Null-Magic Mantle, Unknown Item, Oracle Lens"
Cloude,Aphelios,Marksman,1,9,4,BOTTOM,100,True,8629,12795,137,4,"The Collector, Infinity Edge, Berserker's Greaves, Unknown Item, Unknown Item, Unknown Item, Farsight Alteration"
TopDiff01,Jax,Fighter,4,5,1,TOP,200,False,9225,10416,140,4,"Doran's Blade, Refillable Potion, Zhonya's Hourglass, Trinity Force, Plated Steelcaps, Long Sword, Stealth Ward"
SingleWithMoney,Graves,Marksman,8,4,5,JUNGLE,200,False,12604,11378,39,173,"The Collector, Infinity Edge, Youmuu's Ghostblade, Boots, Null-Magic Mantle, Noonquiver, Oracle Lens"
grunchh,Syndra,Mage,2,6,11,MIDDLE,200,False,11515,20612,199,0,"Doran's Ring, Luden's Companion, Sorcerer's Shoes, Seraph's Embrace, Stormsurge, Hextech Alternator, Stealth Ward"
KyoO,Corki,"Marksman, Mage",7,2,4,BOTTOM,200,False,11162,13337,151,4,"Doran's Blade, The Collector, Boots of Swiftness, Infinity Edge, Rapid Firecannon, Unknown Item, Farsight Alteration"
Mabel Pines,Lux,"Mage, Support",4,5,9,UTILITY,200,False,8071,14733,33,2,"Luden's Companion, Shadowflame, Zaz'Zak's Realmspike, Unknown Item, Unknown Item, Sorcerer's Shoes, Oracle Lens"
PulsująceJądra,Ryze,Mage,3,6,3,TOP,100,False,10094,24723,213,0,"Seraph's Embrace, Refillable Potion, Rod of Ages, Ionian Boots of Lucidity, Needlessly Large Rod, Needlessly Large Rod, Stealth Ward"
pan bronzu,Blitzcrank,"Tank, Support",6,7,9,UTILITY,100,False,8243,12573,42,0,"Zaz'Zak's Realmspike, Sorcerer's Shoes, Malignance, Lich Bane, Amplifying Tome, Unknown Item, Oracle Lens"
lubie w düpe,Yasuo,"Fighter, Assassin",4,10,9,MIDDLE,100,False,11780,26418,211,4,"Last Whisper, Stridebreaker, Noonquiver, Berserker's Greaves, Blade of The Ruined King, Cloak of Agility, Stealth Ward"
Amrk jr,Thresh,"Support, Tank",6,6,7,BOTTOM,100,False,11769,12043,187,4,"Berserker's Greaves, The Collector, Long Sword, Rapid Firecannon, Infinity Edge, Long Sword, Farsight Alteration"
Cloude,MonkeyKing,"Fighter, Tank",7,8,5,JUNGLE,100,False,10554,22420,8,150,"Sundered Sky, Trinity Force, Plated Steelcaps, Hexdrinker, Executioner's Calling, Unknown Item, Oracle Lens"
fentales,Shen,Tank,6,2,17,MIDDLE,200,True,13960,30405,205,4,"Doran's Shield, Titanic Hydra, Sunfire Aegis, Plated Steelcaps, Heartsteel, Negatron Cloak, Farsight Alteration"
Sekene,Shyvana,"Fighter, Mage",9,8,10,JUNGLE,200,True,13601,23995,24,182,"Liandry's Torment, Spear of Shojin, Unknown Item, Riftmaker, Sorcerer's Shoes, Unknown Item, Oracle Lens"
cielo blu,KogMaw,"Marksman, Mage",9,3,9,TOP,200,True,14075,30395,225,0,"Hextech Alternator, Seraph's Embrace, Luden's Companion, Sorcerer's Shoes, Horizon Focus, Needlessly Large Rod, Stealth Ward"
aaafidas85,Vayne,"Marksman, Assassin",13,9,4,BOTTOM,200,True,13647,27328,175,16,"Chain Vest, Kraken Slayer, Guinsoo's Rageblade, Blade of The Ruined King, Berserker's Greaves, Negatron Cloak, Farsight Alteration"
netenziie,Yuumi,"Support, Mage",0,4,25,UTILITY,200,True,8850,6883,12,0,"Dream Maker, Moonstone Renewer, Ardent Censer, Imperial Mandate, Amplifying Tome, Unknown Item, Oracle Lens"
ELEGANTEN,Shen,Tank,1,7,7,TOP,100,False,8547,12527,147,0,"Doran's Shield, Heartsteel, Plated Steelcaps, Kaenic Rookern, Cloth Armor, Cloth Armor, Oracle Lens"
Moët Momche,Udyr,"Fighter, Tank",4,7,7,JUNGLE,100,False,11758,18026,57,140,"Dead Man's Plate, Liandry's Torment, Boots of Swiftness, Dark Seal, Spirit Visage, Chain Vest, Stealth Ward"
pan bronzu,Pantheon,"Fighter, Assassin",14,10,7,MIDDLE,100,False,13182,30812,129,0,"Doran's Blade, Eclipse, Sundered Sky, Black Cleaver, Tunneler, Plated Steelcaps, Farsight Alteration"
Amrk jr,Thresh,"Support, Tank",8,12,11,BOTTOM,100,False,11815,16057,132,0,"Berserker's Greaves, Infinity Edge, Rapid Firecannon, The Collector, Cloak of Agility, Long Sword, Farsight Alteration"
Cloude,Swain,"Mage, Support",6,15,10,UTILITY,100,False,10081,31327,48,1,"Solstice Sleigh, Malignance, Sorcerer's Shoes, Liandry's Torment, Shattered Armguard, Unknown Item, Oracle Lens"
Muva34,Mordekaiser,"Fighter, Mage",7,2,9,TOP,200,True,14946,45503,249,8,"Thornmail, Rylai's Crystal Scepter, Plated Steelcaps, Riftmaker, Liandry's Torment, Needlessly Large Rod, Stealth Ward"
Vùksa,Khazix,Assassin,10,7,10,JUNGLE,200,True,13507,25122,26,160,"Boots of Swiftness, Hubris, Opportunity, Black Cleaver, Serpent's Fang, Unknown Item, Oracle Lens"
XxXBaquila MCXxX,Zed,Assassin,14,6,11,MIDDLE,200,True,12968,31912,135,4,"Eclipse, Caulfield's Warhammer, Ionian Boots of Lucidity, Voltaic Cyclosword, Edge of Night, Last Whisper, Stealth Ward"
cobhc,Jinx,Marksman,17,9,10,BOTTOM,200,True,13771,43944,137,1,"Opportunity, The Collector, B. F. Sword, Rapid Firecannon, Cloak of Agility, Berserker's Greaves, Farsight Alteration"
Mackóókapitány,Rell,"Tank, Support",3,9,30,UTILITY,200,True,10088,14933,40,0,"Zeke's Convergence, Thornmail, Celestial Opposition, Locket of the Iron Solari, Control Ward, Mercury's Treads, Oracle Lens"
ΤHRΕSH,Vladimir,"Mage, Fighter",9,5,9,TOP,100,True,14148,36229,222,4,"Hextech Alternator, Cosmic Drive, Sorcerer's Shoes, Rabadon's Deathcap, Void Staff, Doran's Ring, Oracle Lens"
Amrk jr,Zac,"Tank, Fighter",3,1,15,JUNGLE,100,True,11872,12136,39,143,"Mercury's Treads, Sunfire Aegis, Spirit Visage, Spectre's Cowl, Negatron Cloak, Null-Magic Mantle, Oracle Lens"
RosQuel,Ahri,"Mage, Assassin",2,1,8,MIDDLE,100,True,12635,18245,250,6,"Liandry's Torment, Malignance, Blighting Jewel, Blasting Wand, Doran's Ring, Sorcerer's Shoes, Stealth Ward"
T4ntiN,Jhin,"Marksman, Mage",21,4,7,BOTTOM,100,True,17070,43533,219,4,"Serrated Dirk, The Collector, Boots of Swiftness, Infinity Edge, Rapid Firecannon, Opportunity, Stealth Ward"
Cloude,Karma,"Mage, Support",1,7,20,UTILITY,100,True,8931,14459,31,4,"Dream Maker, Malignance, Sorcerer's Shoes, Horizon Focus, Blighting Jewel, Unknown Item, Oracle Lens"
alesahne,Lillia,"Fighter, Mage",4,8,2,TOP,200,False,11181,23366,184,4,"Boots of Swiftness, Oblivion Orb, Rylai's Crystal Scepter, Liandry's Torment, Tear of the Goddess, Aether Wisp, Stealth Ward"
Kriukamotas,Qiyana,Assassin,5,6,3,JUNGLE,200,False,10588,19051,22,161,"Opportunity, Spear of Shojin, Serpent's Fang, Ionian Boots of Lucidity, Glowing Mote, Long Sword, Oracle Lens"
Queen Of Peace,Galio,"Tank, Mage",1,5,4,MIDDLE,200,False,9553,19368,210,2,"Doran's Ring, Warden's Mail, Mercury's Treads, Riftmaker, Hollow Radiance, Cloth Armor, Farsight Alteration"
xKech,Xayah,Marksman,4,7,6,BOTTOM,200,False,10509,21227,171,0,"Infinity Edge, Essence Reaver, Zeal, Dagger, Boots of Swiftness, Control Ward, Farsight Alteration"
kapi2525254,Taliyah,"Mage, Support",4,10,7,UTILITY,200,False,9407,24534,56,1,"Zaz'Zak's Realmspike, Luden's Companion, Sorcerer's Shoes, Rylai's Crystal Scepter, Haunting Guise, Fated Ashes, Oracle Lens"
Potato of bronze,Illaoi,"Fighter, Tank",4,12,9,TOP,100,True,16518,33968,239,0,"Spirit Visage, Iceborn Gauntlet, Thornmail, Black Cleaver, Frozen Heart, Mercury's Treads, Farsight Alteration"
yasuoh no,Khazix,Assassin,10,6,9,JUNGLE,100,True,18298,30312,49,250,"Youmuu's Ghostblade, Ionian Boots of Lucidity, Opportunity, Maw of Malmortius, Serylda's Grudge, Voltaic Cyclosword, Oracle Lens"
EUROGANGSTA,Cassiopeia,Mage,9,7,7,MIDDLE,100,True,20692,46341,370,17,"Rod of Ages, Zhonya's Hourglass, Liandry's Torment, Seraph's Embrace, Rylai's Crystal Scepter, Void Staff, Farsight Alteration"
Amrk jr,Ezreal,"Marksman, Mage",18,6,13,BOTTOM,100,True,24057,75726,372,4,"Ionian Boots of Lucidity, Muramana, Trinity Force, Spear of Shojin, Serylda's Grudge, Maw of Malmortius, Farsight Alteration"
Cloude,Karma,"Mage, Support",1,13,27,UTILITY,100,True,13179,26618,54,4,"Dream Maker, Malignance, Sorcerer's Shoes, Imperial Mandate, Moonstone Renewer, Oblivion Orb, Oracle Lens"
Krisu696,Gwen,Fighter,12,9,13,TOP,200,False,20659,65586,253,11,"Lich Bane, Zhonya's Hourglass, Nashor's Tooth, Riftmaker, Rabadon's Deathcap, Ionian Boots of Lucidity, Stealth Ward"
Neutrox,Volibear,"Fighter, Tank",6,8,11,JUNGLE,200,False,16797,22003,35,225,"Navori Flickerblade, Rod of Ages, Mercury's Treads, Spirit Visage, Thornmail, Jak'Sho, The Protean, Oracle Lens"
CawCawCaw,Syndra,Mage,6,5,11,MIDDLE,200,False,19560,39689,398,12,"Cryptbloom, Sorcerer's Shoes, Stormsurge, Luden's Companion, Banshee's Veil, Rabadon's Deathcap, Stealth Ward"
0neSh0t Machine,Xayah,Marksman,16,10,5,BOTTOM,200,False,22844,46712,334,71,"Infinity Edge, Navori Flickerblade, Essence Reaver, Bloodthirster, Mortal Reminder, Zephyr, Farsight Alteration"
Qιyαna,Pyke,"Support, Assassin",4,10,13,UTILITY,200,False,12500,11013,47,0,"Youmuu's Ghostblade, Bloodsong, The Brutalizer, Umbral Glaive, Edge of Night, Synchronized Souls, Oracle Lens"
HeizmanToMaster,Garen,"Fighter, Tank",5,5,3,TOP,100,False,11479,22730,204,10,"Phantom Dancer, Infinity Edge, Stridebreaker, Plated Steelcaps, Unknown Item, Unknown Item, Farsight Alteration"
Abazovic Dritan,JarvanIV,"Fighter, Tank",2,5,7,JUNGLE,100,False,9828,16992,37,139,"Sundered Sky, Eclipse, Plated Steelcaps, Warden's Mail, Glacial Buckler, Unknown Item, Oracle Lens"
Qιyαna,Irelia,"Fighter, Assassin",7,7,5,MIDDLE,100,False,12304,29360,236,2,"Trinity Force, Blade of The Ruined King, Maw of Malmortius, Long Sword, Ruby Crystal, Plated Steelcaps, Oracle Lens"
Amrk jr,Samira,"Marksman, Assassin",5,8,4,BOTTOM,100,False,12004,15345,204,0,"Plated Steelcaps, The Collector, Infinity Edge, Lord Dominik's Regards, Unknown Item, Unknown Item, Farsight Alteration"
Cloude,Rell,"Tank, Support",3,9,6,UTILITY,100,False,6795,8589,16,0,"Celestial Opposition, Zeke's Convergence, Plated Steelcaps, Locket of the Iron Solari, Unknown Item, Unknown Item, Oracle Lens"
TheMaShu 6 6 6,Tryndamere,"Fighter, Assassin",4,3,10,TOP,200,True,11309,23438,170,43,"Doran's Blade, Blade of The Ruined King, Berserker's Greaves, Phantom Dancer, Last Whisper, Cloak of Agility, Stealth Ward"
,FiddleSticks,"Mage, Support",8,4,6,JUNGLE,200,True,12949,17773,39,146,"Malignance, Zhonya's Hourglass, Liandry's Torment, Sorcerer's Shoes, Needlessly Large Rod, Unknown Item, Scarecrow Effigy"
TheZeNiT,Jax,Fighter,2,6,10,MIDDLE,200,True,11162,20067,182,0,"Doran's Shield, Trinity Force, Sundered Sky, Plated Steelcaps, Tunneler, Pickaxe, Stealth Ward"
Jome,Ezreal,"Marksman, Mage",17,3,9,BOTTOM,200,True,16427,37164,216,4,"Spear of Shojin, Tiamat, Trinity Force, Muramana, Serylda's Grudge, Ionian Boots of Lucidity, Stealth Ward"
Bet00n,Seraphine,"Support, Mage",3,6,18,UTILITY,200,True,9215,10627,32,0,"Moonstone Renewer, Ionian Boots of Lucidity, Dream Maker, Control Ward, Rylai's Crystal Scepter, Echoes of Helia, Oracle Lens"
Supportisboringx,Mordekaiser,"Fighter, Mage",8,4,7,TOP,100,True,14711,26718,226,16,"Spirit Visage, Liandry's Torment, Mercury's Treads, Rylai's Crystal Scepter, Thornmail, Ruby Crystal, Oracle Lens"
Elittte,XinZhao,"Fighter, Tank",5,5,16,JUNGLE,100,True,12186,23423,26,171,"Sundered Sky, Eclipse, Mercury's Treads, Sterak's Gage, Unknown Item, Unknown Item, Stealth Ward"
Nïcolαs,Lux,"Mage, Support",26,5,10,MIDDLE,100,True,16660,58458,174,0,"Sorcerer's Shoes, Luden's Companion, Shadowflame, Stormsurge, Void Staff, Needlessly Large Rod, Farsight Alteration"
Hatoko,Kaisa,"Marksman, Mage",6,7,16,BOTTOM,100,True,12591,25297,200,8,"Doran's Blade, Guinsoo's Rageblade, Berserker's Greaves, Statikk Shiv, Nashor's Tooth, Amplifying Tome, Stealth Ward"
kárma,Blitzcrank,"Tank, Support",2,6,20,UTILITY,100,True,7778,7289,15,0,"Celestial Opposition, Boots of Swiftness, Locket of the Iron Solari, Zeke's Convergence, Giant's Belt, Control Ward, Oracle Lens"
MANίνία,Malphite,"Tank, Mage",2,7,13,TOP,200,False,10278,24398,193,0,"Sorcerer's Shoes, Hextech Rocketbelt, Dark Seal, Unending Despair, Hollow Radiance, Unknown Item, Oracle Lens"
armour pen pls,JarvanIV,"Fighter, Tank",4,11,13,JUNGLE,200,False,11427,14529,26,138,"Sundered Sky, Eclipse, Mercury's Treads, Spirit Visage, Negatron Cloak, Unknown Item, Oracle Lens"
buch na dwuch,Katarina,"Assassin, Mage",2,14,9,MIDDLE,200,False,7845,13353,94,0,"Dark Seal, Refillable Potion, Lich Bane, Sorcerer's Shoes, Hextech Alternator, Needlessly Large Rod, Stealth Ward"
Amrk jr,Caitlyn,Marksman,18,4,4,BOTTOM,200,False,18098,40080,237,0,"Berserker's Greaves, Lord Dominik's Regards, The Collector, Infinity Edge, Rapid Firecannon, Bloodthirster, Farsight Alteration"
Cloude,Alistar,"Tank, Support",1,11,16,UTILITY,200,False,7408,9995,16,0,"Celestial Opposition, Locket of the Iron Solari, Plated Steelcaps, Knight's Vow, Negatron Cloak, Unknown Item, Oracle Lens"
AmumuMain1209,Jax,Fighter,5,6,8,TOP,100,False,14551,23394,217,36,"Zhonya's Hourglass, Trinity Force, Plated Steelcaps, Sundered Sky, Abyssal Mask, Cloth Armor, Stealth Ward"
Aimforsh00t,Warwick,"Fighter, Tank",13,6,10,JUNGLE,100,False,16127,30325,42,173,"Thornmail, Ravenous Hydra, Blade of The Ruined King, Spirit Visage, Giant's Belt, Plated Steelcaps, Stealth Ward"
Lajhär,Syndra,Mage,8,4,7,MIDDLE,100,False,13563,24175,191,8,"Ionian Boots of Lucidity, Luden's Companion, Rabadon's Deathcap, Blighting Jewel, Shadowflame, Blasting Wand, Stealth Ward"
Srgregs1fan,Ziggs,Mage,7,8,9,BOTTOM,100,False,13685,25707,224,0,"Horizon Focus, Zhonya's Hourglass, Seraph's Embrace, Luden's Companion, Sorcerer's Shoes, Unknown Item, Farsight Alteration"
Carry Potter 500,Neeko,"Mage, Support",2,8,11,UTILITY,100,False,9597,15232,48,0,"Hextech Rocketbelt, Zaz'Zak's Realmspike, Zhonya's Hourglass, Hextech Alternator, Sorcerer's Shoes, Amplifying Tome, Oracle Lens"
Iners,Malphite,"Tank, Mage",7,4,14,TOP,200,True,12386,29071,156,3,"Jak'Sho, The Protean, Hollow Radiance, Plated Steelcaps, Iceborn Gauntlet, Bramble Vest, Unknown Item, Oracle Lens"
refugeree,Kayn,"Fighter, Assassin",10,6,8,JUNGLE,200,True,16571,25769,70,177,"Edge of Night, Youmuu's Ghostblade, Ionian Boots of Lucidity, Opportunity, Chempunk Chainsword, Hubris, Oracle Lens"
